期权代码,期权名称,最新价,涨跌幅,杠杆比率,实际杠杆比率,Delta,Gamma,Vega,Rho,Theta,到期日
10008868,科创板50购9月950,0.411,20.88,3.31,3.31,1.0,0.0003,0.0,0.0364,-0.0123,2025-09-24
10009641,50ETF购3月3200,0.1543,20.83,20.23,9.78,0.4834,0.8446,0.9119,0.7228,-0.1925,2026-03-25
10009655,300ETF购3月4200,0.5239,20.6,8.89,6.82,0.7664,0.3796,1.046,1.5905,-0.2685,2026-03-25
10008835,500ETF购9月6000,1.205,20.14,6.0,5.99,0.9998,0.0018,0.001,0.23,-0.0811,2025-09-24
10009311,50ETF购12月2950,0.2353,19.75,13.27,9.64,0.7262,0.9639,0.5576,0.5818,-0.2261,2025-12-24
10009241,300ETF购12月4009A,0.645,19.71,7.22,6.5,0.8997,0.2977,0.4395,1.006,-0.2258,2025-12-24
10008817,300ETF购9月4009A,0.6331,19.68,7.36,7.36,0.9995,0.0084,0.0017,0.1536,-0.0569,2025-09-24
10009478,300ETF购12月4000,0.656,19.6,7.1,6.41,0.9028,0.291,0.4296,1.0079,-0.2218,2025-12-24
10009690,科创50购3月1000,0.3828,19.25,3.64,3.23,0.8889,0.4263,0.1933,0.4354,-0.0887,2026-03-25
10009708,科创板50购3月1000,0.3456,19.17,3.94,3.45,0.8765,0.4759,0.2035,0.4268,-0.0917,2026-03-25
10008801,50ETF购9月2800,0.3249,19.14,9.61,9.58,0.9968,0.0768,0.0059,0.107,-0.052,2025-09-24
10010015,50ETF购10月2800,0.3318,18.92,9.41,8.91,0.9465,0.4981,0.1153,0.3019,-0.1373,2025-10-22
10008849,科创50购9月950,0.441,18.87,3.16,3.16,1.0,0.0001,0.0,0.0364,-0.0122,2025-09-24
10009459,300ETF购9月3900,0.7551,18.35,6.17,6.17,0.9999,0.001,0.0002,0.1495,-0.0511,2025-09-24
10009477,300ETF购12月3900,0.7532,18.06,6.19,5.77,0.9329,0.2201,0.325,1.0225,-0.1795,2025-12-24
10009654,300ETF购3月4100,0.5936,17.85,7.85,6.33,0.8068,0.3397,0.9362,1.6525,-0.2458,2026-03-25
10009225,50ETF购12月2900,0.2712,17.5,11.51,8.92,0.7751,0.868,0.5021,0.6155,-0.2077,2025-12-24
10009640,50ETF购3月3100,0.195,17.4,16.01,9.08,0.5669,0.8334,0.8998,0.8379,-0.193,2026-03-25
10008867,科创板50购9月900,0.4578,17.38,2.97,2.97,1.0,0.0,0.0,0.0345,-0.0116,2025-09-24
10009653,300ETF购3月4000,0.6778,16.88,6.88,5.8,0.8434,0.2972,0.8191,1.7028,-0.2213,2026-03-25
10008839,500ETF沽9月4900,0.0007,16.67,10320.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008816,300ETF购9月3912A,0.73,16.61,6.38,6.38,0.9999,0.0013,0.0003,0.15,-0.0514,2025-09-24
10009274,科创50购12月1000,0.3743,16.6,3.72,3.5,0.9398,0.3675,0.0893,0.2598,-0.0791,2025-12-24
10008848,科创50购9月900,0.4908,16.58,2.84,2.84,1.0,0.0,0.0,0.0345,-0.0116,2025-09-24
10009242,300ETF购12月4107A,0.5306,16.36,8.78,7.57,0.862,0.3731,0.5508,0.9795,-0.2703,2025-12-24
10009224,50ETF购12月2850,0.313,16.14,9.97,8.17,0.8194,0.7613,0.4404,0.6443,-0.1869,2025-12-24
10009259,500ETF购12月6250,0.8736,16.02,8.27,7.15,0.8652,0.2086,0.8404,1.4894,-0.4592,2025-12-24
10009292,科创板50购12月1000,0.3359,15.83,4.05,3.76,0.9289,0.4327,0.0991,0.2557,-0.0855,2025-12-24
10008834,500ETF购9月5750,1.4481,15.57,4.99,4.99,1.0,0.0001,0.0,0.2204,-0.0746,2025-09-24
10008800,50ETF购9月2750,0.3743,15.52,8.34,8.33,0.9992,0.0206,0.0016,0.1053,-0.0398,2025-09-24
10009707,科创板50购3月950,0.3917,15.21,3.47,3.15,0.9067,0.3889,0.1664,0.4269,-0.0768,2026-03-25
10009639,50ETF购3月3000,0.25,14.73,12.49,8.12,0.65,0.7848,0.8474,0.948,-0.1856,2026-03-25
10008847,科创50购9月850,0.5402,14.69,2.58,2.58,1.0,0.0,0.0,0.0326,-0.0109,2025-09-24
10008866,科创板50购9月850,0.504,14.55,2.7,2.7,1.0,0.0,0.0,0.0326,-0.0109,2025-09-24
10009457,300ETF购9月3700,0.9582,14.34,4.86,4.86,1.0,0.0,0.0,0.1418,-0.0479,2025-09-24
10008815,300ETF购9月3814A,0.8275,14.3,5.63,5.63,1.0,0.0001,0.0,0.1462,-0.0494,2025-09-24
10008799,50ETF购9月2700,0.4245,13.93,7.35,7.35,0.9999,0.0044,0.0003,0.1035,-0.0358,2025-09-24
10009673,500ETF购3月6250,0.8578,13.92,8.42,6.8,0.8079,0.1923,1.4463,2.4985,-0.4217,2026-03-25
10009223,50ETF购12月2800,0.3529,13.91,8.85,7.59,0.8583,0.6495,0.3757,0.6677,-0.1647,2025-12-24
10008814,300ETF购9月3716A,0.9323,13.42,5.0,5.0,1.0,0.0,0.0,0.1425,-0.0481,2025-09-24
10009273,科创50购12月950,0.4208,13.42,3.31,3.18,0.9619,0.255,0.0619,0.2554,-0.0583,2025-12-24
10009222,50ETF购12月2750,0.4008,13.38,7.79,6.95,0.8917,0.5382,0.3113,0.6855,-0.1424,2025-12-24
10008883,科创50购9月800,0.5905,13.34,2.36,2.36,1.0,0.0,0.0,0.0307,-0.0103,2025-09-24
10009240,300ETF购12月3912A,0.708,13.1,6.58,6.12,0.9296,0.2282,0.3369,1.0213,-0.1843,2025-12-24
10008865,科创板50购9月800,0.554,13.06,2.46,2.46,1.0,0.0,0.0,0.0307,-0.0103,2025-09-24
10009291,科创板50购12月950,0.3841,12.97,3.54,3.38,0.9545,0.3046,0.0698,0.2526,-0.0634,2025-12-24
10009689,科创50购3月950,0.4185,12.8,3.33,3.05,0.9165,0.3458,0.1568,0.4337,-0.0739,2026-03-25
10009215,科创板50购9月750,0.609,12.78,2.23,2.23,1.0,0.0,0.0,0.0288,-0.0096,2025-09-24
10009638,50ETF购3月2950,0.28,12.77,11.15,7.7,0.6902,0.7473,0.8068,0.9991,-0.179,2026-03-25
10009458,300ETF购9月3800,0.8318,12.71,5.6,5.6,1.0,0.0001,0.0,0.1457,-0.0492,2025-09-24
10009637,50ETF购3月2900,0.3168,12.7,9.85,7.18,0.7289,0.702,0.7579,1.0465,-0.1708,2026-03-25
10008813,300ETF购9月3618A,1.036,12.61,4.5,4.5,1.0,0.0,0.0,0.1387,-0.0468,2025-09-24
10008827,300ETF沽9月4107A,0.0009,12.5,5177.78,14.5,-0.0028,0.0407,0.008,-0.0004,-0.0244,2025-09-24
10009476,300ETF购12月3800,0.8299,12.45,5.62,5.37,0.9557,0.1586,0.2341,1.0264,-0.1424,2025-12-24
10009205,科创50购9月750,0.642,12.43,2.17,2.17,1.0,0.0,0.0,0.0288,-0.0096,2025-09-24
10009221,50ETF购12月2700,0.4458,12.18,7.0,6.44,0.9195,0.4325,0.2502,0.6977,-0.1211,2025-12-24
10008833,500ETF购9月5500,1.685,12.11,4.29,4.29,1.0,0.0,0.0,0.2109,-0.0712,2025-09-24
10009755,300ETF购3月3700,0.9392,12.08,4.96,4.6,0.9277,0.1706,0.47,1.7772,-0.1463,2026-03-25
10008798,50ETF购9月2650,0.4729,12.06,6.6,6.6,1.0,0.0007,0.0001,0.1016,-0.0344,2025-09-24
10010017,500ETF购10月5750,1.4041,12.06,5.14,5.12,0.9949,0.0224,0.0361,0.6563,-0.116,2025-10-22
10009636,50ETF购3月2850,0.3501,11.89,8.92,6.83,0.7657,0.6501,0.7019,1.0895,-0.1611,2026-03-25
10009706,科创板50购3月900,0.4354,11.64,3.13,2.91,0.9322,0.3056,0.1307,0.4225,-0.0624,2026-03-25
10009688,科创50购3月900,0.4697,11.57,2.97,2.79,0.9396,0.2697,0.1223,0.4277,-0.0598,2026-03-25
10009272,科创50购12月900,0.4691,11.43,2.97,2.9,0.9775,0.1646,0.04,0.2481,-0.0413,2025-12-24
10009455,300ETF购9月3500,1.1545,11.22,4.04,4.04,1.0,0.0,0.0,0.1342,-0.0453,2025-09-24
10008832,500ETF购9月5250,1.9478,11.11,3.71,3.71,1.0,0.0,0.0,0.2013,-0.068,2025-09-24
10008797,50ETF购9月2600,0.525,10.83,5.95,5.95,1.0,0.0001,0.0,0.0997,-0.0336,2025-09-24
10009634,50ETF购3月2750,0.4324,10.79,7.22,6.01,0.8317,0.5327,0.5752,1.1599,-0.1384,2026-03-25
10009271,科创50购12月850,0.5202,10.45,2.68,2.65,0.9878,0.0978,0.0238,0.2383,-0.0286,2025-12-24
10009925,500ETF购10月6000,1.1059,10.26,6.53,6.42,0.9822,0.0667,0.1076,0.6741,-0.2014,2025-10-22
10009633,50ETF购3月2700,0.4747,10.22,6.58,5.66,0.8604,0.4706,0.5081,1.1866,-0.1262,2026-03-25
10009220,50ETF购12月2650,0.488,10.03,6.4,6.03,0.9419,0.3365,0.1946,0.7047,-0.1015,2025-12-24
10009456,300ETF购9月3600,1.03,9.81,4.52,4.52,1.0,0.0,0.0,0.138,-0.0466,2025-09-24
10009474,300ETF购12月3600,1.03,9.81,4.52,4.45,0.9834,0.07,0.1034,1.0084,-0.0879,2025-12-24
10009635,50ETF购3月2800,0.3857,9.73,8.09,6.48,0.8,0.5931,0.6404,1.1274,-0.1502,2026-03-25
10009219,50ETF购12月2600,0.5381,9.68,5.8,5.57,0.9593,0.253,0.1463,0.7069,-0.0843,2025-12-24
10009651,300ETF购3月3800,0.8173,9.45,5.7,5.15,0.904,0.211,0.5815,1.7652,-0.1705,2026-03-25
10009321,科创50购12月800,0.5698,9.37,2.44,2.43,0.9939,0.0527,0.0128,0.2267,-0.0198,2025-12-24
10009473,300ETF购12月3500,1.1348,9.33,4.11,4.07,0.9906,0.0426,0.0629,0.99,-0.0704,2025-12-24
10009319,科创板50购12月800,0.5356,9.31,2.54,2.52,0.9926,0.0655,0.015,0.2261,-0.0213,2025-12-24
10009705,科创板50购3月850,0.4805,9.2,2.83,2.7,0.9529,0.2293,0.0981,0.4138,-0.0492,2026-03-25
10009236,300ETF购12月3520A,1.1096,9.0,4.2,4.16,0.9895,0.0473,0.0698,0.9941,-0.0734,2025-12-24
10009290,科创板50购12月900,0.4246,8.87,3.21,3.12,0.9729,0.1994,0.0457,0.2463,-0.0451,2025-12-24
10009687,科创50购3月850,0.5126,8.83,2.72,2.6,0.9582,0.201,0.0911,0.4174,-0.0469,2026-03-25
10009217,50ETF购12月2500,0.6336,8.79,4.93,4.84,0.982,0.1281,0.0741,0.6997,-0.058,2025-12-24
10009218,50ETF购12月2550,0.5855,8.79,5.33,5.19,0.9725,0.1835,0.1061,0.705,-0.0698,2025-12-24
10009193,500ETF购9月4700,2.5035,8.71,2.89,2.89,1.0,0.0,0.0,0.1802,-0.0609,2025-09-24
10009258,500ETF购12月6000,1.09,8.67,6.63,6.08,0.9174,0.1465,0.5903,1.5359,-0.3446,2025-12-24
10009235,300ETF购12月3423A,1.2107,8.58,3.85,3.83,0.9942,0.0278,0.041,0.973,-0.0606,2025-12-24
10009475,300ETF购12月3700,0.905,8.0,5.15,5.01,0.9721,0.1084,0.1601,1.0211,-0.1117,2025-12-24
10008795,50ETF购9月2500,0.6183,7.94,5.05,5.05,1.0,0.0,0.0,0.0958,-0.0323,2025-09-24
10009652,300ETF购3月3900,0.713,7.93,6.54,5.72,0.8759,0.2538,0.6993,1.7405,-0.1958,2026-03-25
10008812,300ETF购9月3520A,1.0984,7.9,4.24,4.24,1.0,0.0,0.0,0.1349,-0.0455,2025-09-24
10008796,50ETF购9月2550,0.5639,7.86,5.54,5.54,1.0,0.0,0.0,0.0978,-0.033,2025-09-24
10008794,50ETF购9月2450,0.6706,7.81,4.66,4.66,1.0,0.0,0.0,0.0939,-0.0317,2025-09-24
10009289,科创板50购12月850,0.4738,7.68,2.87,2.83,0.9851,0.12,0.0275,0.2373,-0.0311,2025-12-24
10009237,300ETF购12月3618A,0.9894,7.54,4.71,4.62,0.9817,0.0761,0.1124,1.0112,-0.0917,2025-12-24
10008831,500ETF购9月5000,2.1486,7.27,3.36,3.36,1.0,0.0,0.0,0.1917,-0.0647,2025-09-24
10008811,300ETF购9月3423A,1.1951,7.18,3.9,3.9,1.0,0.0,0.0,0.1312,-0.0443,2025-09-24
10009180,300ETF购9月3325A,1.2995,7.13,3.59,3.59,1.0,0.0,0.0,0.1275,-0.043,2025-09-24
10008793,50ETF购9月2400,0.7188,6.81,4.34,4.34,1.0,0.0,0.0,0.092,-0.031,2025-09-24
10009163,50ETF购9月2350,0.7728,6.8,4.04,4.04,1.0,0.0,0.0,0.0901,-0.0304,2025-09-24
10009179,300ETF购9月3227A,1.3941,6.34,3.34,3.34,1.0,0.0,0.0,0.1237,-0.0417,2025-09-24
10008830,500ETF购9月4900,2.2352,6.29,3.23,3.23,1.0,0.0,0.0,0.1879,-0.0634,2025-09-24
10008829,500ETF购9月4800,2.3208,5.35,3.11,3.11,1.0,0.0,0.0,0.184,-0.0621,2025-09-24
10009257,500ETF购12月5750,1.3115,4.67,5.51,5.25,0.9538,0.0931,0.375,1.546,-0.2445,2025-12-24
10009672,500ETF购3月6000,1.0413,3.82,6.94,5.96,0.8594,0.1571,1.1817,2.5943,-0.3579,2026-03-25
10009244,300ETF沽12月3423A,0.0031,3.33,1503.23,8.57,-0.0057,0.0278,0.041,-0.0079,-0.0164,2025-12-24
10009256,500ETF购12月5500,1.5262,1.54,4.73,4.62,0.9768,0.0528,0.2126,1.5254,-0.1679,2025-12-24
10009307,500ETF购12月4800,2.23,1.23,3.24,3.23,0.9983,0.0051,0.0207,1.3721,-0.0714,2025-12-24
10009255,500ETF购12月5250,1.7724,1.11,4.08,4.03,0.9897,0.0263,0.106,1.4821,-0.1162,2025-12-24
10009254,500ETF购12月5000,2.0039,0.04,3.6,3.59,0.996,0.0113,0.0457,1.4243,-0.0854,2025-12-24
10008840,500ETF沽9月5000,0.0006,0.0,12040.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008803,50ETF沽9月2450,0.0003,0.0,10406.67,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008804,50ETF沽9月2500,0.0003,0.0,10406.67,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008806,50ETF沽9月2600,0.0004,0.0,7805.0,0.0,0.0,0.0001,0.0,0.0,0.0,2025-09-24
10008807,50ETF沽9月2650,0.0006,0.0,5203.33,0.0,0.0,0.0007,0.0001,0.0,-0.0001,2025-09-24
10008858,科创50沽9月950,0.0002,0.0,6965.0,0.0,0.0,0.0001,0.0,0.0,0.0,2025-09-24
10008857,科创50沽9月900,0.0002,0.0,6965.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008874,科创板50沽9月800,0.0002,0.0,6805.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009482,300ETF沽12月3500,0.0041,0.0,1136.59,10.57,-0.0093,0.0426,0.0629,-0.013,-0.0251,2025-12-24
10008822,300ETF沽9月3618A,0.0002,0.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008826,300ETF沽9月4009A,0.0007,0.0,6657.14,2.66,-0.0004,0.0084,0.0017,0.0,-0.005,2025-09-24
10008884,科创50沽9月800,0.0002,0.0,6965.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009464,300ETF沽9月3500,0.0002,0.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009206,科创50沽9月750,0.0002,0.0,6965.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009181,300ETF沽9月3227A,0.0002,0.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008856,科创50沽9月850,0.0002,0.0,6965.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009182,300ETF沽9月3325A,0.0002,0.0,23300.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009772,500ETF沽3月7750,1.2253,-0.02,5.9,3.47,-0.5884,0.2738,2.0598,-2.7393,-0.4485,2026-03-25
10009253,500ETF购12月4900,2.1,-0.14,3.44,3.43,0.9974,0.0077,0.0312,1.3987,-0.0775,2025-12-24
10009239,300ETF购12月3814A,0.7168,-0.99,6.5,6.19,0.9529,0.1665,0.2459,1.0264,-0.1472,2025-12-24
10009832,500ETF沽3月8000,1.4361,-1.04,5.03,3.27,-0.6498,0.2607,1.961,-3.0698,-0.4158,2026-03-25
10009995,科创50沽3月1600,0.3684,-1.23,3.78,2.27,-0.5998,0.8698,0.3944,-0.6111,-0.1449,2026-03-25
10009671,500ETF购3月5750,1.2299,-1.84,5.87,5.3,0.9022,0.1215,0.9142,2.6485,-0.2924,2026-03-25
10009670,500ETF购3月5500,1.4599,-2.87,4.95,4.63,0.9357,0.0884,0.6652,2.6606,-0.2304,2026-03-25
10009227,50ETF沽12月2550,0.0067,-2.9,465.97,12.77,-0.0274,0.1835,0.1061,-0.0257,-0.0368,2025-12-24
10009238,300ETF购12月3716A,0.7916,-3.7,5.89,5.71,0.9699,0.1156,0.1707,1.0225,-0.1162,2025-12-24
10009669,500ETF购3月5250,1.6848,-3.89,4.29,4.12,0.9605,0.06,0.4515,2.6333,-0.1764,2026-03-25
10009245,300ETF沽12月3520A,0.0041,-4.65,1136.59,11.82,-0.0104,0.0473,0.0698,-0.0147,-0.0279,2025-12-24
10009471,300ETF沽9月4200,0.0018,-5.26,2588.89,29.0,-0.0112,0.1377,0.0271,-0.002,-0.0827,2025-09-24
10009816,50ETF沽3月3500,0.4251,-5.95,7.34,5.41,-0.737,0.6912,0.7464,-1.463,-0.1079,2026-03-25
10009226,50ETF沽12月2500,0.0056,-6.67,557.5,9.98,-0.0179,0.1281,0.0741,-0.0167,-0.0257,2025-12-24
10009792,50ETF沽3月3400,0.3425,-7.16,9.12,6.12,-0.6709,0.7664,0.8275,-1.312,-0.1272,2026-03-25
10009730,50ETF沽3月3300,0.27,-7.66,11.56,6.9,-0.5967,0.8203,0.8857,-1.1509,-0.1422,2026-03-25
10009814,50ETF沽12月3500,0.4014,-8.23,7.78,6.43,-0.8273,0.7398,0.4279,-0.8567,-0.1147,2025-12-24
10009790,50ETF沽12月3400,0.3172,-8.64,9.84,7.4,-0.7522,0.9153,0.5294,-0.7658,-0.1552,2025-12-24
10009824,300ETF沽3月4900,0.4555,-9.23,10.23,5.78,-0.5647,0.4878,1.3443,-1.6505,-0.2558,2026-03-25
10009714,科创板50沽3月850,0.0078,-9.3,174.49,8.2,-0.047,0.2293,0.0981,-0.0394,-0.0382,2026-03-25
10009650,50ETF沽3月3200,0.203,-9.74,15.38,7.94,-0.5165,0.8446,0.9119,-0.9835,-0.1513,2026-03-25
10009228,50ETF沽12月2600,0.0082,-9.89,380.73,15.46,-0.0406,0.253,0.1463,-0.0382,-0.0506,2025-12-24
10009696,科创50沽3月850,0.0071,-10.13,196.2,8.18,-0.0417,0.201,0.0911,-0.0357,-0.036,2026-03-25
10010012,500ETF沽12月8250,1.3454,-10.43,5.37,4.27,-0.7951,0.273,1.1002,-1.9709,-0.4243,2025-12-24
10009905,50ETF沽10月3400,0.2973,-10.64,10.5,9.21,-0.8774,0.9289,0.2149,-0.348,-0.1533,2025-10-22
10010020,科创50沽10月1100,0.005,-10.71,278.6,12.82,-0.046,0.4701,0.0457,-0.0078,-0.0854,2025-10-22
10009649,50ETF沽3月3100,0.1492,-10.77,20.92,9.06,-0.433,0.8334,0.8998,-0.8151,-0.153,2026-03-25
10009906,50ETF沽10月3500,0.383,-10.93,8.15,7.68,-0.9425,0.5267,0.1219,-0.382,-0.066,2025-10-22
10009728,50ETF沽12月3300,0.2359,-10.98,13.23,8.73,-0.6598,1.0609,0.6136,-0.6614,-0.1901,2025-12-24
10008842,500ETF沽9月5500,0.0008,-11.11,9030.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009308,500ETF沽12月4800,0.0055,-11.29,1313.45,2.1,-0.0016,0.0051,0.0207,-0.0035,-0.0094,2025-12-24
10009229,50ETF沽12月2650,0.0102,-11.3,306.08,17.75,-0.058,0.3365,0.1946,-0.0547,-0.0672,2025-12-24
10009812,50ETF沽9月3500,0.379,-11.45,8.24,8.22,-0.9973,0.0634,0.0049,-0.1338,0.0321,2025-09-24
10009483,300ETF沽12月3600,0.0053,-11.67,879.25,14.51,-0.0165,0.07,0.1034,-0.0233,-0.0413,2025-12-24
10009648,50ETF沽3月3000,0.1036,-11.83,30.14,10.54,-0.3499,0.7848,0.8474,-0.6517,-0.1469,2026-03-25
10009996,科创50沽3月1650,0.3653,-12.17,3.81,2.43,-0.6366,0.8449,0.3831,-0.6581,-0.1392,2026-03-25
10010014,500ETF沽3月8250,1.47,-12.2,4.91,3.47,-0.7058,0.2425,1.8239,-3.3865,-0.3739,2026-03-25
10010006,科创板50沽3月1600,0.3501,-12.32,3.89,2.45,-0.6306,0.8799,0.3763,-0.6328,-0.1353,2026-03-25
10009262,500ETF沽12月4900,0.0064,-12.33,1128.75,2.82,-0.0025,0.0077,0.0312,-0.0055,-0.0142,2025-12-24
10010004,科创板50沽12月1600,0.32,-12.42,4.25,3.04,-0.7156,1.0804,0.2476,-0.3614,-0.1686,2025-12-24
10009872,300ETF沽3月5000,0.5075,-12.45,9.18,5.6,-0.6101,0.4754,1.31,-1.7989,-0.2447,2026-03-25
10009880,科创50沽3月1550,0.29,-12.6,4.8,2.69,-0.5609,0.8876,0.4025,-0.5634,-0.1493,2026-03-25
10009715,科创板50沽3月900,0.0116,-12.78,117.33,7.94,-0.0677,0.3056,0.1307,-0.0573,-0.0508,2026-03-25
10009624,50ETF沽12月3200,0.1668,-12.81,18.72,10.35,-0.5532,1.1446,0.6621,-0.5471,-0.2126,2025-12-24
10009800,300ETF沽3月4800,0.3745,-13.01,12.44,6.44,-0.5175,0.4939,1.361,-1.4999,-0.2631,2026-03-25
10009263,500ETF沽12月5000,0.0079,-13.19,914.43,3.57,-0.0039,0.0113,0.0457,-0.0086,-0.0208,2025-12-24
10009888,科创板50沽3月1550,0.3099,-13.27,4.39,2.6,-0.592,0.9054,0.3872,-0.5853,-0.1408,2026-03-25
10009848,科创50沽3月1500,0.2528,-13.34,5.51,2.87,-0.5202,0.897,0.4067,-0.5152,-0.1522,2026-03-25
10009886,科创板50沽12月1550,0.2773,-13.59,4.91,3.27,-0.6672,1.1576,0.2652,-0.3314,-0.1832,2025-12-24
10009642,50ETF沽3月2700,0.0297,-13.66,105.12,14.66,-0.1395,0.4706,0.5081,-0.2531,-0.0914,2026-03-25
10009991,科创50沽12月1600,0.2903,-13.73,4.8,3.25,-0.6775,1.1034,0.268,-0.3467,-0.187,2025-12-24
10009647,50ETF沽3月2950,0.0846,-13.85,36.9,11.43,-0.3097,0.7473,0.8068,-0.5739,-0.141,2026-03-25
10009645,50ETF沽3月2850,0.0566,-14.11,55.16,12.92,-0.2342,0.6501,0.7019,-0.4302,-0.1243,2026-03-25
10009992,科创50沽12月1650,0.326,-14.14,4.27,3.09,-0.7232,1.0294,0.25,-0.3762,-0.172,2025-12-24
10009697,科创50沽3月900,0.0103,-14.17,135.24,8.16,-0.0603,0.2697,0.1223,-0.0522,-0.0482,2026-03-25
10009469,300ETF沽9月4000,0.0006,-14.29,7766.67,2.33,-0.0003,0.0071,0.0014,0.0,-0.0042,2025-09-24
10009864,科创板50沽3月1500,0.2706,-14.34,5.03,2.77,-0.5512,0.9226,0.3946,-0.537,-0.1449,2026-03-25
10009646,50ETF沽3月2900,0.069,-14.81,45.25,12.26,-0.271,0.702,0.7579,-0.4999,-0.1334,2026-03-25
10009863,科创板50沽3月1450,0.2347,-14.87,5.8,2.95,-0.5084,0.9301,0.3978,-0.4884,-0.1474,2026-03-25
10009718,科创板50沽3月1050,0.0353,-14.94,38.56,6.08,-0.1578,0.5625,0.2406,-0.1375,-0.0929,2026-03-25
10009788,50ETF沽9月3400,0.279,-14.94,11.19,10.98,-0.9811,0.3645,0.0281,-0.128,-0.0322,2025-09-24
10009230,50ETF沽12月2700,0.013,-15.03,240.15,19.31,-0.0804,0.4325,0.2502,-0.076,-0.0862,2025-12-24
10009644,50ETF沽3月2800,0.045,-15.41,69.38,13.87,-0.1999,0.5931,0.6404,-0.3656,-0.1141,2026-03-25
10009643,50ETF沽3月2750,0.0367,-15.44,85.07,14.31,-0.1682,0.5327,0.5752,-0.3064,-0.103,2026-03-25
10009701,科创50沽3月1100,0.0437,-15.47,31.88,5.68,-0.1782,0.5872,0.2663,-0.1602,-0.1039,2026-03-25
10009764,300ETF沽3月4700,0.3068,-15.48,15.19,7.12,-0.469,0.4929,1.3582,-1.3486,-0.2662,2026-03-25
10009484,300ETF沽12月3700,0.0076,-15.56,613.16,17.05,-0.0278,0.1084,0.1601,-0.0392,-0.0639,2025-12-24
10009498,50ETF沽12月3100,0.1088,-15.72,28.69,12.6,-0.4391,1.1415,0.6603,-0.4291,-0.2173,2025-12-24
10009668,300ETF沽3月4600,0.252,-15.78,18.49,7.77,-0.42,0.4844,1.3349,-1.1985,-0.2647,2026-03-25
10008828,300ETF沽9月4205A,0.0016,-15.79,2912.5,34.95,-0.012,0.1459,0.0287,-0.0021,-0.0877,2025-09-24
10009231,50ETF沽12月2750,0.0169,-15.92,184.73,19.99,-0.1082,0.5382,0.3113,-0.1026,-0.1069,2025-12-24
10009716,科创板50沽3月950,0.0169,-15.92,80.53,7.51,-0.0932,0.3889,0.1664,-0.0796,-0.0646,2026-03-25
10009878,科创50沽12月1550,0.2465,-15.96,5.65,3.54,-0.6273,1.164,0.2827,-0.316,-0.1995,2025-12-24
10009870,300ETF沽12月5000,0.445,-16.05,10.47,7.1,-0.6781,0.6068,0.8959,-1.0349,-0.3212,2025-12-24
10009722,科创板50沽3月1250,0.1114,-16.11,12.22,3.99,-0.3264,0.8408,0.3596,-0.2975,-0.1367,2026-03-25
10009830,500ETF沽12月8000,1.0649,-16.22,6.78,4.95,-0.7293,0.3183,1.2827,-1.7764,-0.5182,2025-12-24
10009667,300ETF沽3月4500,0.2056,-16.25,22.67,8.41,-0.3711,0.4684,1.2907,-1.0516,-0.2585,2026-03-25
10009748,500ETF沽3月7500,0.862,-16.34,8.38,4.38,-0.5226,0.2803,2.1085,-2.3999,-0.4689,2026-03-25
10009860,科创板50沽12月1500,0.232,-16.55,5.87,3.6,-0.6141,1.2186,0.2792,-0.3003,-0.195,2025-12-24
10009904,50ETF沽10月3300,0.1998,-16.61,15.63,12.02,-0.769,1.3927,0.3222,-0.2994,-0.255,2025-10-22
10009740,科创板50沽3月1300,0.1392,-16.65,9.78,3.64,-0.3724,0.8824,0.3774,-0.3437,-0.1427,2026-03-25
10009194,500ETF沽9月4700,0.0005,-16.67,14448.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10008838,500ETF沽9月4800,0.0005,-16.67,14448.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-24
10009847,科创50沽3月1450,0.2108,-16.84,6.61,3.16,-0.4778,0.8968,0.4066,-0.4668,-0.1534,2026-03-25
10009717,科创板50沽3月1000,0.0251,-16.89,54.22,6.69,-0.1234,0.4759,0.2035,-0.1064,-0.0788,2026-03-25
10009246,300ETF沽12月3618A,0.0054,-16.92,862.96,15.71,-0.0182,0.0761,0.1124,-0.0257,-0.0449,2025-12-24
10009770,500ETF沽12月7750,0.8664,-17.27,8.34,5.43,-0.6517,0.3555,1.4324,-1.5623,-0.5977,2025-12-24
10010010,500ETF沽10月8250,1.12,-17.42,6.45,5.92,-0.9186,0.2287,0.3686,-0.883,-0.3302,2025-10-22
